Designator,Mid X,Mid Y,Rotation,Layer
J1,117.094,-88.905,180.0,top
J2,78.232,-39.878,180.0,top
J3,81.915,-41.143,0.0,top
U1,97.98,-69.738,180.0,top
U2,65.913,-53.594,0.0,top
